Report generated on: 09-16-2020 11:17:50
"API","","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019"
"INTL.5-2-BEN-TBPD.A","        Benin","16.472739726027395","22.822794520547966","26.99780821917806","27.493387978142117","30.285561643835614","34.703150684931515","32.200575342465775","30.396612021857948","31.130739726027457","32.78758904109583","36.210244","46.830135","45.299122","",""
"INTL.5-2-BMU-TBPD.A","        Bermuda","4.509106849315066","5.096361643835613","5.824997260273975","5.553366120218576","4.429350739726026","5.165153262465745","3.351729455342466","3.7333006612021795","3.63838010958904","4.743138749589049","3.939183328219177","5","5.436998","",""
"INTL.5-2-BTN-TBPD.A","        Bhutan","1.5135860273972601","1.5720287671232875","1.6349263013698623","1.5880166666666664","1.7739041095890387","2.2368739726027416","2.625773698630137","2.963227049180325","3.121096164383556","2.935865041095891","3.541063","3.595719","2.79567","",""
"INTL.5-2-BOL-TBPD.A","        Bolivia","47.09427506849318","50.54314082191775","55.41041095890416","49.52778032786885","48.93641534246576","53.42050849315067","64.30844383561649","69.6677650273225","67.51207999999994","72.7185358904109","84.145044","91.21493","102.32589","",""
"INTL.5-2-BIH-TBPD.A","        Bosnia and Herzegovina","23.10953424657532","25.43583561643835","27.12671232876715","30.932719125683082","34.45423780821913","34.70415123287671","35.42825534246574","31.938290710382503","29.915815890411","30.48979945205476","31.130356","36.21726","34.21726","",""
"INTL.5-2-BWA-TBPD.A","        Botswana","14.686520547945204","15.845068493150675","17.126904109589038","19.007841530054634","17.64561643835616","18.524876712328766","19.149698630136992","19.530819672131148","20.51501369863012","21.287863013698637","23.455148","22.3612","22","",""
"INTL.5-2-BRA-TBPD.A","        Brazil","2240.895279452054","2275.6796821917806","2429.078317808219","2590.4230683060114","2597.4625316164393","2817.6665439178078","2893.719367739726","3000.8705790819677","3143.5209545753423","3279.2654243013662","3238.891558","3027.41007","3028.927121","3060.520713",""
"INTL.5-2-VGB-TBPD.A","        British Virgin Islands","0.9043999999999996","0.9857369863013705","1.0219479452054796","1.0937786885245895","1.148679452054794","1.1789068493150694","1.2069424657534242","1.199568306010929","1.2028547945205483","1.2228630136986296","1.2269506849315066","1.24","1.54752","",""
"INTL.5-2-BRN-TBPD.A","        Brunei","13.864603835616434","14.664031780821905","15.107911232876702","16.742280874316936","16.547775342465762","17.173956164383558","18.18951123287671","17.47287213114753","17.26280328767123","16.49357260273972","19.127068","17.598418","16","",""
"INTL.5-2-BGR-TBPD.A","        Bulgaria","109.70246027397258","110.90771068493154","106.51725150684945","104.9871945355192","100.84418410958907","89.06142684931507","84.04729095890427","86.29907213114748","80.91854027397271","88.99674410958896","95","97","98","",""
"INTL.5-2-BFA-TBPD.A","        Burkina Faso","8.091972602739723","7.965150684931504","11.47930531506849","12.500347540983611","11.661326328767123","12.562207561643838","14.483612000000003","17.1713838251366","20.80408454794524","19.389101369863013","24.989254","20.511459","22.513765","",""
"INTL.5-2-MMR-TBPD.A","        Burma","36.24701589041091","36.86566246575339","36.24931726027401","28.538410928961753","23.71431123287675","27.255809315068465","25.29113315068495","45.121046994535476","60.41579178082188","93.69763945205476","72.233809","91.669789","127.026424","",""
"INTL.5-2-BDI-TBPD.A","        Burundi","1.2321215835616437","1.5333076712328768","2.556553424657534","1.4846434153005466","1.460013315068493","1.63192098630137","1.9331113698630125","1.7362884153005462","2.0230647397260277","1.6453994520547948","2.646008","3.207282","1.605776","",""
"INTL.5-2-CPV-TBPD.A","        Cabo Verde","4.4993315068493205","4.77217972602739","5.411581643835614","5.370859562841527","5.1383131506849296","5.50312191780822","6.406559999999994","5.5606049315068455","5.4268512328767144","5.8219792328767115","5.783461","6.06786","5.675467","",""
"INTL.5-2-KHM-TBPD.A","        Cambodia","19.213917808219175","20.754109589041096","24.470739726027396","24.290628415300546","29.833917808219205","33.65860273972604","34.23216438356163","36.00720547945202","36.2697808219178","37.93180821917811","43","48.792568","50","",""
"INTL.5-2-CMR-TBPD.A","        Cameroon","23.84051726027397","28.52901369863012","31.26447013698627","30.3884218579235","35.27573698630132","38.494989589041076","42.310597260274","39.18912219178082","30.7842115068493","42.40675835616435","39","38.52","36","",""
"INTL.5-2-CAN-TBPD.A","        Canada","2316.468493","2311.616438","2401.098629","2311.426228","2256.641096","2364.30411","2392.336985","2437.614754","2417.728767","2389.139725","2440.342467","2465.603825","2464.010959","2525.2","2369.528768"
"INTL.5-2-CYM-TBPD.A","        Cayman Islands","3.55958904109589","3.6110684931506833","4.310794520547946","4.433251366120222","4.116082191780817","4.127726027397262","4.367808219178082","4.013150684931503","3.9839726027397298","4.044249863013694","4.285205","4.219779","4.672349","",""
"INTL.5-2-CAF-TBPD.A","        Central African Republic","2.249912328767124","2.3564273972602736","2.4013753424657547","2.4376010928961738","2.444279452054795","2.527863013698631","2.6422575342465753","2.748016438356165","2.739443835616439","2.76932602739726","2.799206","2.819484","2.637154","",""
"INTL.5-2-TCD-TBPD.A","        Chad","1.801802739726027","1.828372602739726","1.844723287671232","1.8506284153005483","1.957890410958908","2.122958904109592","2.231282191780822","2.231282191780822","2.255808219178082","2.255808219178082","2.306495342465769","2.335517808219199","2.322814","",""
"INTL.5-2-CHL-TBPD.A","        Chile","272.345206","278.172602","351.490411","369.333333","348.350685","322.29589","332.052054","332.06284","339.441096","336.364384","330.509588","351.959016","357.172604","363.430136","368.863014"
"INTL.5-2-CHN-TBPD.A","        China","6970.258","7493.351","7923.259","8041.343","8497.269","9339.164","10053.344","10549.592","11159.600461","11552.746644","12516.822748","13036.637779","13566.827178","",""
"INTL.5-2-COL-TBPD.A","        Colombia","273.7817391780822","284.64951671232876","269.6915265753424","274.14818688524593","259.3231528767124","268.4375561643834","307.29781589041096","326.70312767123295","328.8802115068491","340.3430597260272","335","352","338","",""
"INTL.5-2-COM-TBPD.A","        Comoros","0.9964931506849322","1.1592602739726032","0.7639123287671231","0.7790163934426227","0.9528328767123291","1.1340986301369862","1.0241331506849314","1.0701978082191779","1.2842649315068497","1.150829315068493","1.24119","1.45287","1.893087","",""
"INTL.5-2-COG-TBPD.A","        Congo-Brazzaville","7.327894794520554","8.488371506849324","9.888645479452059","10.6515868852459","12.29110136986302","13.664850410958906","15.055927671232881","14.769779726027396","16.86279780821917","17.29063890410958","17.156893150684933","16.625737","16.661918","",""
"INTL.5-2-COD-TBPD.A","        Congo-Kinshasa","12.816465753424659","14.437178082191776","14.596547945205486","12.362240437158476","10.673835616438357","15.359863013698625","18.676082191780818","18.322595628415304","26.783260273972594","36.39178082191777","21.144189","15.943903","20.972209","",""
"INTL.5-2-COK-TBPD.A","        Cook Islands","0.5225657534246575","0.558769315068493","0.471697534246575","0.482754098360656","0.4456356164383564","0.529071232876712","0.593304109589041","0.627528767123288","0.62548493150685","0.659709589041096","0.610626","0.632348","0.393319","",""
"INTL.5-2-CRI-TBPD.A","        Costa Rica","43.5365304109589","46.68599561643842","50.745046575342414","50.17119890710382","48.04763287671237","49.21292712328772","49.698622465753395","49.56693150684935","51.50871232876708","52.70126027397252","52","55.152082","56.130356","",""
"INTL.5-2-HRV-TBPD.A","        Croatia","96.47080328767112","97.92943342465752","101.15402191780821","95.10430710382512","93.62566246575345","80.22268821917812","79.33965150684925","73.31030575342461","69.18171287671227","68.41623671232884","68.065178","69.086904","73.065178","",""
"INTL.5-2-CUB-TBPD.A","        Cuba","156.43740931506846","151.20017534246568","149.7539901369863","161.97383278688523","163.7589863013699","189.202818630137","170.6995660273972","184.92598136986302","175.6634356164384","176.9583912328767","170","174","166","",""
"INTL.5-2-CYP-TBPD.A","        Cyprus","54.62517808219178","56.49997260273972","58.18123287671231","60.2068579234972","58.245753424657565","55.99739726027403","55.42328767123287","51.995835616438384","46.49515068493151","46.7082191780822","47.286878","52.293296","53.293296","",""
"INTL.5-2-CZE-TBPD.A","        Czech Republic","213.118338","211.662161","211.396408","215.18119","205.479452","202.323818","198.138157","195.509638","188.673254","202.480365","196.142466","180.183061","214.32805","216.903391","219.649399"
"INTL.5-2-CIV-TBPD.A","        Côte d’Ivoire","35.588098630137","26.25458191780821","24.741686575342477","28.5986469945355","25.61602082191779","28.18608986301367","23.748500821917848","33.75773114754094","39.06293041095893","42.03110684931506","44.74796","53.538892","50.674559","",""
"INTL.5-2-DNK-TBPD.A","        Denmark","183.463013","189.857534","190.326026","181.054644","166.512329","167.468493","163.367123","155.491804","154.761644","153.621919","154.479452","158.202187","158.536986","161.235616","165.520548"
"INTL.5-2-DJI-TBPD.A","        Djibouti","5.585671232876706","5.223123287671239","5.416339726027399","5.970693989071033","5.280827397260283","5.953057534246573","4.601846575342461","5.913473972602733","6.113427397260266","6.216641095890411","5.602275","5.058573","6.448666","",""
"INTL.5-2-DMA-TBPD.A","        Dominica","0.9852328767123293","0.9830986301369863","1.2357287671232873","1.1056502732240436","1.107295890410959","1.1629298630136988","1.1344043835616435","1.1158890410958902","1.07967208219178","1.1455934246575346","1.216575","1.226698","1.605745","",""
"INTL.5-2-DOM-TBPD.A","        Dominican Republic","120.5696756164383","119.05071232876716","119.57098082191787","119.59566010928962","116.70721315068495","119.087594520548","113.76304438356172","120.68136438356171","116.08885808219179","111.25216328767121","123.127068","133.195534","124.130356","",""
"INTL.5-2-ECU-TBPD.A","        Ecuador","193.87443506849323","203.39518356164388","209.20091726027394","215.41522950819675","231.41240438356175","245.5579428931507","245.8740713753425","249.618525030137","260.7560907178082","284.1659170410959","272.5138961315069","256.941797","256","",""
"INTL.5-2-EGY-TBPD.A","        Egypt","647.1765895890414","664.2729391780822","704.4528328767127","726.5921573770488","770.5189449643836","800.8374457369856","781.7604555397254","811.4504645972597","817.2420071561645","874.307750241095","857.127068","830.147841","823","",""
"INTL.5-2-SLV-TBPD.A","        El Salvador","43.39599561643843","45.24638246575343","47.611080547945164","44.598888524590144","44.952806575342464","44.18830904109586","44.11808438356165","45.14608219178082","43.763369863013764","45.53756164383557","48.59389","48.439103","45.471726","",""
"INTL.5-2-GNQ-TBPD.A","        Equatorial Guinea","4.450272805479446","4.7982687260274","5.093421460273973","5.197041095890415","5.197041095890415","5.197041095890415","5.197041095890415","5.197041095890415","5.197041095890415","5.197041095890415","5.0935616438356135","5.2","5.419437","",""
"INTL.5-2-ERI-TBPD.A","        Eritrea","5.421616438356161","3.705671232876705","3.8128767123287624","2.686530054644807","3.2804383561643844","3.251917808219182","3.301534246575344","3.500082191780822","3.577452054794522","3.737315068493151","3.738162","3.844479","4.796957","",""
"INTL.5-2-EST-TBPD.A","        Estonia","26.145206","28.328767","29.838357","29.259564","25.906849","26.79452","26.463012","31.038252","30.613699","29.142465","29.117808","28.90164","30.189041","30.219178","29.145205"
"INTL.5-2-SWZ-TBPD.A","        Eswatini","4.586903389041097","4.567892523287669","4.755185753424662","4.884186284152999","4.7612189041095805","4.784602465753428","4.83543287671233","4.9095983606557425","5.0184794520547955","5.198484931506852","5.434716","6.023079","5.332428","",""
"INTL.5-2-ETH-TBPD.A","        Ethiopia","32.9077808219178","35.53202739726023","40.57701369863014","43.37254098360654","44.50090410958901","44.504493150684915","47.16734246575337","49.80019178082191","58.55482191780818","67.26865753424659","69.222465","80.253551","88","",""
"INTL.5-2-FLK-TBPD.A","        Falkland Islands","0.2708493150684931","0.3124657534246579","0.3124657534246579","0.3116120218579236","0.3124657534246579","0.2856739726027397","0.2775726027397257","0.2830765027322406","0.2838520547945209","0.2838520547945209","0.296483","0.308273","0.3100145043865551","",""
"INTL.5-2-FRO-TBPD.A","        Faroe Islands","5.030087808219178","4.925860027397266","5.130279205479454","4.7326210928961805","4.3669155616438315","4.662193753424653","4.3271869315068585","4.410613879781416","4.870415424657531","4.330850821917808","4.554940767123293","4.684524","4.375344","",""
"INTL.5-2-FJI-TBPD.A","        Fiji","11.798384010958904","13.127551920547946","11.933724828876715","6.753252677595628","7.5880593890410974","6.995783068493153","15.244821917808228","7.855815248079449","9.932688808219183","12.979164325435098","16.539715","15.980651","16.562944","",""
"INTL.5-2-FIN-TBPD.A","        Finland","220.843836","223.427397","228.117809","218.46448","205.123288","214.049315","208.290411","200.038252","210.558904","206.69315","206.876712","210.153006","208.868494","211.799999","203.936987"
"INTL.5-2-CSK-TBPD.A","        Former Czechoslovakia","--","--","--","--","--","--","--","--","--","--","--","--","--","",""
"INTL.5-2-SCG-TBPD.A","        Former Serbia and Montenegro","86.08700273972607","--","--","--","--","--","--","--","--","--","","","","",""
"INTL.5-2-SUN-TBPD.A","        Former U.S.S.R.","--","--","--","--","--","--","--","--","--","--","","","","",""
"INTL.5-2-YUG-TBPD.A","        Former Yugoslavia","--","--","--","--","--","--","--","--","--","--","","","","",""
"INTL.5-2-FRA-TBPD.A","        France","1988.901369","1990.347945","1973.890412","1933.857923","1860.090411","1817.227397","1824.276712","1788.956286","1764.172602","1744.652054","1745.843834","1706.590164","1735.923288","1687.961644","1689.660274"
"INTL.5-2-GUF-TBPD.A","        French Guiana","4.309868493150682","3.8032082191780847","4.283578082191782","4.304844262295081","5.4862767123287695","4.953101369863015","5.456202739726029","4.441010928961753","4.854024657534243","5.156739726027392","5.164955","5.687549","4.769953","",""
"INTL.5-2-PYF-TBPD.A","        French Polynesia","6.6846093205479455","6.4923571424657585","6.854908216438355","7.010924808743169","6.991928767123292","6.995783068493153","6.725945205479454","6.531641693989065","6.6295343835616425","6.482710383561648","6.78457","6.671435","6.518941","",""
"INTL.5-2-GAB-TBPD.A","        Gabon","15.51622904109588","15.547129863013698","16.48217205479453","16.452034972677605","16.083772054794522","20.0598645260274","21.14111708493151","21.97966418579235","23.05754309041096","23.04673263561644","22.0656322630137","21.662076","21.3","",""
"INTL.5-2-GMB-TBPD.A","        Gambia, The","2.4327123287671264","2.631342465753422","2.7734520547945176","2.8707103825136655","3.127945205479454","3.2118273972602758","3.3826602739726073","3.277792349726777","3.284520547945205","3.611605479452047","3.695397","3.725671","3.546836","",""
"INTL.5-2-GEO-TBPD.A","        Georgia","16.74880328767124","16.56387616438356","21.094152328767123","18.845841530054635","19.896797808219183","21.111315068493155","21.99693150684931","21.916061369863016","22.43895890410959","23.588794520547978","27.021381","33.036493","31.036493","",""
"INTL.5-2-DEU-TBPD.A","        Germany","2624.068492","2635.775343","2406.690412","2533.461748","2434.495891","2466.928767","2392.235616","2389.177595","2435.112329","2373.879451","2367.706849","2383.393443","2450.084932","2333.076713","2362.298631"
"INTL.5-2-DDR-TBPD.A","        Germany, East","--","--","--","--","--","--","--","--","--","--","--","--","--","",""
"INTL.5-2-DEUW-TBPD.A","        Germany, West","--","--","--","--","--","--","--","--","--","--","--","--","--","",""
"INTL.5-2-GHA-TBPD.A","        Ghana","43.77411945205473","42.83303013698631","47.6384580821918","48.51638579234967","58.19515506849316","58.95498958904102","66.81615890410956","76.21492240437163","77.33584657534239","77.54851397260278","86.190295","88.454272","88","",""
"INTL.5-2-GIB-TBPD.A","        Gibraltar","78.76493150684938","76.96435616438359","83.19742465753421","80.7013114754099","85.69660273972607","82.84808219178082","82.45578082191784","82.95357923497265","76.64032876712331","72.49410958904107","74.6804381369863","75.798808","85.173808","",""
"INTL.5-2-GRC-TBPD.A","        Greece","423.17824","444.234197","450.046471","429.209253","403.614696","369.841097","350.989042","305.95082","282.627398","283.317808","295.473972","296.147542","303.598175","298.654794","312.591781"
"INTL.5-2-GRL-TBPD.A","        Greenland","4.552203131506847","4.139920413698633","4.791409123287674","4.128128030054641","4.368805553424661","5.699574479452056","5.429142421917805","4.258322218579239","4.156757073972602","3.7001237479452014","3.9729538191780804","4","4.349999","",""
"INTL.5-2-GRD-TBPD.A","        Grenada","1.725566638356164","1.7853961506849316","1.8958731506849311","1.9639106557377077","1.9208758904109613","1.9842065753424623","2.0120150630136986","1.9985306010928998","2.2565043835616394","1.9180980821917826","2.000653","2.045535","2.058828","",""
"INTL.5-2-GLP-TBPD.A","        Guadeloupe","14.277298630136988","14.728421917808214","15.320364383561635","14.264163934426232","14.09727671232877","15.048205479452056","16.615178082191782","12.292765027322407","12.276883561643846","11.958394520547941","13.640865","12.794587","12.875288","",""
"INTL.5-2-GUM-TBPD.A","        Guam","25.17399153424658","26.11624134573964","18.74421513741708","11.66623770491804","18.72282324459378","16.818","14.577","15.619708732451787","13.246872736094767","12.8","13.5","12.569872873594713","12.569872873594713","",""
"INTL.5-2-GTM-TBPD.A","        Guatemala","64.67850630136982","68.02127780821915","73.8356898630138","66.49449726775958","75.2338597260275","68.12033972602742","68.80322958904107","69.98970819672134","71.53086794520546","75.44044931506849","89","93","95.021726","",""
"INTL.5-2-GIN-TBPD.A","        Guinea","12.834876712328766","13.263397260273965","13.861698630136987","14.04528907103825","14.951763287671234","17.62787643835616","18.382021917808217","17.658902732240442","15.709415068493149","16.5785506849315","18.45906","20.005844","19.047561","",""
"INTL.5-2-GNB-TBPD.A","        Guinea-Bissau","2.018672876712328","2.0668405479452057","2.198186301369863","2.1353612021857913","2.219963835616439","2.278627397260274","2.3145057534246574","2.354945901639345","2.4180657534246577","2.5393098630136994","2.624536","2.740278","2.471728","",""
"INTL.5-2-GUY-TBPD.A","        Guyana","9.932729101369853","8.907909802739718","10.941821671232878","10.387071661202187","10.812559317808219","11.582361939452058","12.093151887945199","13.60423679234973","13.255431780821919","13.252109589041094","13.578446","15.285497","14.357153","",""
"INTL.5-2-HTI-TBPD.A","        Haiti","14.27271232876712","14.618739726027394","16.308575342465744","16.264016393442628","15.425780821917812","14.110794520547941","15.425780821917812","16.24327759562842","17.58016438356166","19.022931506849336","22.088109","23.087868","23.125","",""
"INTL.5-2-HITZ-TBPD.A","        Hawaiian Trade Zone","--","--","--","--","--","--","--","--","--","--","--","--","--","",""
"INTL.5-2-HND-TBPD.A","        Honduras","42.86605479452053","39.64619178082185","50.69410958904114","49.43923497267755","44.388000000000076","46.021205479452036","47.066465753424616","51.02467213114755","51.66619178082193","55.88356164383567","62.080082","57.499698","58.477972","",""
"INTL.5-2-HKG-TBPD.A","        Hong Kong","286.96188745412246","308.3742504075124","334.8851891375895","300.8255362271028","370.9869015111576","416.55738975445934","369.63431773929466","340.45956774237845","347.74209206168706","322.1586774532605","394.769393","407.374214","423.772273","",""
"INTL.5-2-HUN-TBPD.A","        Hungary","154.758904","163.150685","160.920547","158.502732","156.638355","149.295891","142.241097","132.090164","130.482192","145.723288","155.49315","155.554645","167.706848","179.290411","180.073972"
"INTL.5-2-ISL-TBPD.A","        Iceland","17.126027","18.008219","17.987098","16.42623","15.241096","14.649314","14.40274","14.248635","14.923288","15.624658","17.312328","19.106557","21.356163","23.161645","17.917809"
"INTL.5-2-IND-TBPD.A","        India","2465.435232876712","2654.0014520547948","2853.348986301369","2949.9810382513656","3019.285671232877","3141.96739726027","3221","3398","3423","3550","3848","4233","4337","",""
"INTL.5-2-IDN-TBPD.A","        Indonesia","1371.6273972602737","1293.1488493150682","1351.1244383561643","1397.7587704918028","1429.6510136986305","1506.3209863013694","1553.4699452054788","1622.6817213114757","1587.2546575342462","1625.9642191780813","1625","1596","1753","",""
"INTL.5-2-IRN-TBPD.A","        Iran","1558.4218630136993","1704.0294520547952","1744.1178904109584","1842.3919125683062","1911.2827868493155","1803.801736986302","1686.97722630137","1854.519924590164","1931.6351298630143","1964.3855945205469","1822.9849227397262","1750.250074","1821.744285","",""
"INTL.5-2-IRQ-TBPD.A","        Iraq","489.079260273973","464.9352328767124","429.0666936986302","482.3399453551914","585.9145830136979","603.2165670246575","635.7393634191781","785","861","879","803","860","829","",""
"INTL.5-2-IRL-TBPD.A","        Ireland","197.594521","204.906851","194.731507","192.360655","166.10411","166.575341","145.180822","137.999999","140.616438","140.134248","145.778082","152.20765","153.282192","159.323288","159.082193"
"INTL.5-2-ISR-TBPD.A","        Israel","233.435616","242.145205","250.750687","246.095629","232.747945","251.241095","249.471233","296.344263","223.115068","205.742467","217.435615","221.010927","238.041097","232.043836","236.073973"
"INTL.5-2-ITA-TBPD.A","        Italy","1780.569863","1776.586302","1728.704109","1666.789618","1544.235615","1544.243835","1493.80274","1370.136612","1260.071232","1266.260274","1273.783562","1236.669398","1244.254795","1272.230138","1204.967124"
"INTL.5-2-JAM-TBPD.A","        Jamaica","70.6753413698631","81.10513643835614","82.81140054794511","69.95712459016391","55.92122520547947","51.18504986301376","53.857509041095895","49.92567322404373","53.95170849315071","52.99632219178086","54.021178","58.364083","52.55863","",""
"INTL.5-2-JPN-TBPD.A","        Japan","5298.046576","5167.326026","5003.427397","4751.478142","4330.810959","4401.89589","4413.380824","4675.434427","4516.682193","4282.252055","4163.021919","4030.174865","3932.484933","3786.123288","3651.920548"
"INTL.5-2-JOR-TBPD.A","        Jordan","112.03019197479448","105.55899274630141","104.26117532493147","94.06614793989073","98.64279401095894","107.125417689863","131.25799685917806","145.54956354644807","139","153","133","116","128","104.938581",""
"INTL.5-2-KAZ-TBPD.A","        Kazakhstan","201.52568219178082","210.26475835616438","227.68933260273985","260.9683519125683","201.3203287671232","234.41818849315072","270.65618630136976","245.65619506849313","250.78129643835615","248.89434958904104","306","334","318","",""
"INTL.5-2-KEN-TBPD.A","        Kenya","62.67850849315067","69.33218958904104","69.33445698630133","70.95700874316944","82.13950356164383","85.03976986301367","87.30881095890398","81.637969398907","87.80027945205477","90.06578630136995","105","114","116","",""
"INTL.5-2-KIR-TBPD.A","        Kiribati","0.43739506849315113","0.48507561643835645","0.4452191452054799","0.4959131147540984","0.43410410958904144","0.43127068493150694","0.40000219178082197","0.3939262295081968","0.40051698630136945","0.39943205479452","0.419868","0.44865","0.4511182205254899","",""
"INTL.5-2-KWT-TBPD.A","        Kuwait","332.1441369863007","325.1206575342465","366.2547353424654","395.79107923497287","523.009316736986","476.054677","456.636214","463.600314","480.446234","462.410016","489.308178","472.348202","447.348202","464.485859",""
"INTL.5-2-KGZ-TBPD.A","        Kyrgyzstan","13.981081643835617","17.410613698630137","22.646553424657533","25.015566120218548","30.541848767123295","26.677832328767117","28.339585753424664","36.295077260273935","36.24591780821918","32.16053150684932","34.304164","40","35.477972","",""
"INTL.5-2-LAO-TBPD.A","        Laos","9.206527199999993","11.235068178082193","10.811310112328767","12.284457087431692","13.92746537260274","14.470074364383558","14.937032281095904","16.650892939071078","17.09168426191779","17.731026088767166","20.584793","20.674682","18.366989","",""
"INTL.5-2-LVA-TBPD.A","        Latvia","35.936986","37.424657","39.819177","38.14754","36.147945","37.441096","34.230138","34.180327","34.682191","34.88767","36.726027","37.685794","38.293151","35.31507","38.421918"
"INTL.5-2-LBN-TBPD.A","        Lebanon","96.48679452054796","90.35298630136984","78.86989041095889","105.57841530054641","128.4023287671233","119.80126027397264","124.06328767123294","140.10360655737693","139","148","163","169","178","158.680449",""
