"API","country","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019"
"INTL.53-1-NIU-TBPD.A","Niue","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.53-1-PRK-TBPD.A","North Korea","0.121","0.093","0.118","0.123","0.09","0.137","0.135","0.135","0.149","0.138","0.137","0.137","0.137","0.137","0.138"
"INTL.53-1-MKD-TBPD.A","North Macedonia","-0.045","-0.044","-0.066","-0.097","-0.146","0.02","0","0.07","0.113","0.141","0.23","0.24","0.236","0.236","0.236"
"none","Northern Mariana Islands","","","","","","","","","","","","","","",""
"INTL.53-1-NOR-TBPD.A","Norway","2978.131520547945","2786.472301369863","2564.893684931507","2464.52218579235","2352.5551643835615","2145.7628767123288","2051.6131232876714","1927.3570163934426","1848.1532465753426","1897.2177671232876","1957.9111780821918","2003.747524590164","1981.0607397260274","1863.7977260273972","1748.6607397260275"
"INTL.53-1-OMN-TBPD.A","Oman","780.5583287671233","743.8596438356165","714.8137123287671","759.6994344262295","818.8887616438357","869.3619342465753","891.5689123287672","924.5933087431694","944.9963780821918","951.7756410958904","989.8247397260274","1012.8858852459016","980.0271643835616","988.2134657534247","981.5175753424658"
"INTL.53-1-PAK-TBPD.A","Pakistan","68.12588767123287","69.25651232876713","74.14126301369863","68.08557923497268","66.8903808219178","69.15910136986301","70.44","75.432","85.365","98.405","92.97269863013699","88.26173224043715","92.47954794520548","92.33160273972602","87.73708219178083"
"INTL.53-1-PSE-TBPD.A","Palestinian Territories","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.53-1-PAN-TBPD.A","Panama","0","0","0","0","0","0","0","0","0.305","0.685","0.262","0.446","0.446","0.446","0.446"
"INTL.53-1-PNG-TBPD.A","Papua New Guinea","40.3043698630137","48.75189041095891","38.68101369863014","41.4621912568306","39.70594520547945","30.959520547945207","29.31964383561644","27.470601092896175","23.10464383561644","49.643","57.5843698630137","56.07480327868853","50.57341095890411","44.65560273972603","51.244643835616436"
"INTL.53-1-PRY-TBPD.A","Paraguay","0.627","0.8","1.1","1.7","2.2","2.45","2.639","2.945","3.313","3.571","3.981","4.767","4.178","7.386","7.386"
"INTL.53-1-PER-TBPD.A","Peru","112.14069589041095","119.04715342465754","115.93806849315068","121.78447814207651","148.86450684931506","159.95180273972602","158.91991780821917","159.674956284153","174.38453698630136","179.2893698630137","155.81706301369863","141.8215601092896","140.77794520547945","141.13775342465755","146.5761095890411"
"INTL.53-1-PHL-TBPD.A","Philippines","25.771","26.287","25.38930410958904","27.218494535519127","39.5","37.56","38.875","35.501","41.257","45.247","35.945287671232876","33.258","28.263","29.263","33.263"
"INTL.53-1-POL-TBPD.A","Poland","39.2676301369863","40.228","35.23182191780822","36.3042349726776","34.24620547945206","38.95358904109589","37.64167123287671","44.89263934426229","54.82065753424658","55.28953424657534","55.705438356164386","53.36682513661202","53.38228767123287","62.89776712328767","61.48132876712329"
"INTL.53-1-PRT-TBPD.A","Portugal","4.052","5.591","6.356315068493151","7.475098360655737","5.417","10.834","11.48","9.318","12.119","11.959","12.69","12.932","12.605","12.605","12.605"
"INTL.53-1-PRI-TBPD.A","Puerto Rico","1.349","0.085","1.328","0.663","0.538","0","0","0","0","0","0","0","0","0","0"
"INTL.53-1-QAT-TBPD.A","Qatar","1253.6066438356165","1283.6641506849314","1350.8674794520548","1459.2142459016393","1569.321008219178","1780.2990767123288","1915.188","2003.2128961748633","2053.38","2051.2426575342465","2014.1885616438356","1987.1929781420765","1972.722808219178","1939.6817123287672","1998.805"
"INTL.53-1-REU-TBPD.A","Reunion","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.53-1-ROU-TBPD.A","Romania","124.7218493150685","116.6412904109589","115.65127123287671","116.98460655737705","112.69890410958904","106.45186301369863","106.5091397260274","102.53998633879782","105.05662465753424","105.08967123287671","102.90979452054795","96.46983606557377","90.74472602739726","88.08993150684931","88.005"
"INTL.53-1-RUS-TBPD.A","Russia","9511.241178082191","9732.350383561643","9938.182175342467","9875.032672131147","10049.552342465753","10290.054575342465","10412.134095890411","10600.04268852459","10770.620547945206","10858.169068493151","11052.11998630137","11262.746196721311","11222.929780821918","11401.398273972603","11490.12704109589"
"INTL.53-1-RWA-TBPD.A","Rwanda","0","0","0","0","0.01","0","0","0","0","0","0","0","0","0","0"
"INTL.53-1-SHN-TBPD.A","Saint Helena","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.53-1-KNA-TBPD.A","Saint Kitts and Nevis","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.53-1-LCA-TBPD.A","Saint Lucia","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.53-1-SPM-TBPD.A","Saint Pierre and Miquelon","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.53-1-VCT-TBPD.A","Saint Vincent/Grenadines","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.53-1-WSM-TBPD.A","Samoa","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.53-1-STP-TBPD.A","Sao Tome and Principe","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.53-1-SAU-TBPD.A","Saudi Arabia","11496.30798630137","11098.438767123287","10748.622849315068","11428.60043442623","10314.711446575342","10908.355","11469.863164383562","11840.674404371584","11699.723684931507","11628.680465753425","12087.388630136986","12402.761038251367","12104.920136986302","12418.69","11813.881780821917"
"INTL.53-1-SEN-TBPD.A","Senegal","-0.039","-0.013","-0.065","-0.081","-0.032","0.039","0.016","-0.067","-0.044","-0.029","-0.032","-0.032","-0.032","-0.032","-0.033"
"INTL.53-1-SRB-TBPD.A","Serbia","0","16.948","16.857","18.512","19.991","22.222","19.87582191780822","18.32126775956284","20.425890410958903","19.83435616438356","23.47876712328767","23.15","21.89246575342466","20.393835616438356","19.15"
"INTL.53-1-SYC-TBPD.A","Seychelles","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.53-1-SLE-TBPD.A","Sierra Leone","0.003","0.029","0.025","0.033","0","0","0","0","0","0","0","0","0","0","0"
"INTL.53-1-SGP-TBPD.A","Singapore","8.573","9.967","11.608","23.548","20.579","22.987","34.875","40.559","36.78","41.869","43.274","42.274","37.63","37.63","37.63"
"INTL.53-1-SVK-TBPD.A","Slovakia","12.86668493150685","12.923","8.60954794520548","10.661868852459017","7.537424657534246","12.669","10.767","9.682","11.852","11.45","13.57","12.541","14.559","14.559","14.559"
"INTL.53-1-SVN-TBPD.A","Slovenia","0.105","0.105","0.105","0.165","0.145","0.375","0.015","0.025","0.035","0.005","0.005","0.005","0.255","0.255","0.255"
"INTL.53-1-SLB-TBPD.A","Solomon Islands","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.53-1-SOM-TBPD.A","Somalia","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.53-1-ZAF-TBPD.A","South Africa","215.21073972602738","201.40716438356165","196.19553424657533","193.71366666666665","182.617","179.98715068493152","181.783","179.58456830601094","180.4798219178082","164.678","139.517","136.517","135.34713698630136","110.09782191780822","109.517"
"INTL.53-1-KOR-TBPD.A","South Korea","17.248","21.293","30.032808219178083","41.658868852459015","54.64964383561644","64.889","65.908","81.157","84.776","96.263","96.864","108.419","114.808","118.808","118.808"
"INTL.53-1-SSD-TBPD.A","S. Sudan","0","0","0","0","0","0","0","22.81160655737705","115.77000273972602","147.76291506849316","152.63880273972603","152.45901639344262","150.23561643835617","125.86301369863014","166.6876712328767"
"INTL.53-1-ESP-TBPD.A","Spain","37.54715068493151","38.260520547945205","28.209945205479453","27.558666666666667","29.489986301369864","54.24160273972603","52.049123287671236","53.68973224043716","72.14298630136986","71.72731506849316","72.96505479452055","71.78266666666667","68.26505479452055","67.75820547945206","66.77102739726027"
"INTL.53-1-LKA-TBPD.A","Sri Lanka","-0.554","-0.424","-0.637","-0.604","-0.618","-0.551","-0.328","-0.562","-0.679","-0.438","-0.32","-0.32","-0.32","-0.32","-0.32"
"INTL.53-1-SDN-TBPD.A","Sudan","352.407","381.3475890410959","466.76260273972605","479.83054644808743","485.98705479452053","488.48773972602737","455.16027397260274","94.89748087431694","136.6873397260274","116.47883835616439","111.00633424657535","107.85258469945356","105.32620547945206","97.981","81.981"
"INTL.53-1-SUR-TBPD.A","Suriname","9.439","11.018219178082191","12.960775342465753","15.267103825136612","15.419","14.734","15.555","15.436333333333334","14.512","14.737","16.401","16.401","16.401","16.148945205479453","13.401"
"INTL.53-1-SWE-TBPD.A","Sweden","3.95","5.27","7.272","9.187","11.191","10.753","10.852","10.995","9.548","13.179","12.696","12.411","13.733","13.733","13.733"
"INTL.53-1-CHE-TBPD.A","Switzerland","3.322","3.955","3.504","3.748","3.878","3.646","3.633","3.052","3.87","3.818","2.409","1.496","2.308","2.308","2.308"
"INTL.53-1-SYR-TBPD.A","Syria","463.79350410958904","438.8276821917808","411.87","400.3496038251366","400.10777534246574","415.78496164383563","369.63434246575343","167.11550819672132","72.75691780821917","30.34321917808219","35.935","34.60166666666667","18.677465753424656","27.935","27.935"
"INTL.53-1-TWN-TBPD.A","Taiwan","15.719","20.708","26.283","16.135","28.492","27.767","24.608","27.719","33.016","32.262","29.59","29.504","29.504","29.504","29.504"
"INTL.53-1-TJK-TBPD.A","Tajikistan","0.2823150684931507","0.303","0.2833068493150685","0.2382431693989071","0.22299452054794522","0.22","0.22","0.18674590163934426","0.188","0.196","0.1746164383561644","0.173","0.173","0.173","0.173"
"INTL.53-1-TZA-TBPD.A","Tanzania","0","0","0","0","0.01","0","0","0","0","0","0","0","0","0","0"
"INTL.53-1-THA-TBPD.A","Thailand","303.6530931506849","344.02234520547944","360.55195342465754","387.811262295082","414.04798356164383","423.3892630136986","448.9799095890411","489.72706284153","498.29338356164385","498.32134246575345","520.4008630136987","531.3285901639345","515.472493150685","516.9053698630137","511.95194520547943"
"INTL.53-1-BHS-TBPD.A","The Bahamas","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.53-1-TLS-TBPD.A","Timor-Leste","94.42465753424658","100.98630136986301","100","100","94.79178082191781","87.98904109589041","83.74246575342465","79.49453551912568","79.25753424657535","74.23287671232876","62.06027397260274","49.23770491803279","40.31780821917808","32.90684931506849","27.827397260273973"
"INTL.53-1-TGO-TBPD.A","Togo","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.53-1-TON-TBPD.A","Tonga","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.53-1-TTO-TBPD.A","Trinidad and Tobago","170.7504","179.41405479452055","156.5181808219178","156.63408196721312","152.94688767123287","145.72346575342465","135.63130136986302","116.00325136612022","114.60186849315069","112.76428219178082","109.52985205479452","97.72560928961748","99.48816164383561","88.13698904109589","82.96114794520548"
"INTL.53-1-TUN-TBPD.A","Tunisia","76.748","78.24035616438356","85.8867397260274","85.48911202185792","80.95481369863013","78.8586602739726","67.09814246575343","65.71928688524591","63.60194520547945","53.086260273972606","39.634","41.634","42.25043835616438","41.06413698630137","38.79290410958904"
"INTL.53-1-TUR-TBPD.A","Turkey","45.96523287671233","45.04990410958904","45.842739726027396","48.68369945355191","54.596479452054794","56.86398630136986","56.51698630136986","58.386830601092896","57.88883561643836","57.36723287671233","64.04658904109588","66.30826775956284","67.20960273972602","72.96850684931506","75.6315205479452"
"INTL.53-1-TKM-TBPD.A","Turkmenistan","196.64984931506848","177.2117808219178","180.73057534246576","189.36356284153007","197.64421917808218","203.34160273972603","224.19809589041097","245.14271038251366","261.5279863013699","274.8579589041096","278.7164931506849","266.4266885245902","280.648","279.8233424657534","243.62608219178082"
"INTL.53-1-TCA-TBPD.A","Turks and Caicos Islands","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"none","Tuvalu","","","","","","","","","","","","","","",""
"INTL.53-1-USIQ-TBPD.A","U.S. Pacific Islands","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"none","U.S. Territories","","","","","","","","","","","","","","",""
"INTL.53-1-VIR-TBPD.A","U.S. Virgin Islands","17.579","17.623","16.868","16.645","16.767","14.396","16.553","8.085","0","0","0","0","0","0","0"
"INTL.53-1-UGA-TBPD.A","Uganda","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.53-1-UKR-TBPD.A","Ukraine","99.387","107.756","107.711","99.38731147540983","93.55910410958904","83.27214246575342","79.59763561643835","81.03467213114754","74.78174246575342","65.87503561643835","59.26901369863014","55.83243715846994","53.246794520547944","56.175561643835614","60.25501369863014"
"INTL.53-1-ARE-TBPD.A","United Arab Emirates","2844.6266575342465","2948.468630136986","2947.497","3046.3700273224044","2795.043","2815.176","3216.539082191781","3401.3435573770494","3442.494","3544.966780821918","3680.5900547945207","3772.7882732240437","3728.316082191781","3790.6174520547947","4016.0284109589043"
"INTL.53-1-GBR-TBPD.A","United Kingdom","1862.3614246575341","1691.752619178082","1690.6838356164383","1590.3086174863388","1509.2388712328768","1412.3159260273972","1169.6805616438355","1009.2877021857923","934.3479835616438","921.6244575342466","1020.7764931506849","1083.928368852459","1071.8193424657534","1153.9590684931507","1169.961808219178"
"INTL.53-1-USA-TBPD.A","United States of America","8327.13702739726","8314.320495890412","8466.32037260274","8563.532538251366","9136.947778082193","9697.98565479452","10150.293378082191","11140.273163934426","12394.191849315068","14155.199950684932","15147.12048219178","14837.639513661203","15647.153632876712","17936.142364383562","19452.43536438356"
"INTL.53-1-URY-TBPD.A","Uruguay","0.976","1.037","0.963","1.001","0.765","1.335","1.517","1.741","2.189","2.365","2.178","2.217","2.216","2.216","2.217"
"INTL.53-1-UZB-TBPD.A","Uzbekistan","125.33301369863014","107.49608219178083","112.495","109.97550273224044","72.40896712328767","91.70162739726027","102.67693150684931","102.56860109289617","94.676","83.98682191780821","78.68950684931507","71.47056830601093","63.618273972602736","55.80457534246575","54.88676712328767"
"INTL.53-1-VUT-TBPD.A","Vanuatu","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.53-1-VEN-TBPD.A","Venezuela","2866.9303561643837","2746.5337123287673","2681.9923698630137","2701.68","2710.293","2600.048","2684.094","2686.079","2684.781","2686.597","2590.44397260274","2355.423551912568","2078.320684931507","1541.5919178082193","929.0083561643836"
"INTL.53-1-VNM-TBPD.A","Vietnam","372","366.9945205479452","324.1205479452055","311.74590163934425","342.4461917808219","312.6321506849315","315.8897671232877","345.0904480874317","348.01471232876713","319.860397260274","344.666095890411","313.63272677595626","283.13642465753423","252.583","236.16220547945204"
"INTL.53-1-WAK-TBPD.A","Wake Island","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.53-1-ESH-TBPD.A","Western Sahara","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.53-1-YEM-TBPD.A","Yemen","401.93454246575345","378.1761534246575","320.0391342465753","299.6983415300546","286.0816191780822","281.10757534246574","216.76004109589041","169.00077595628414","130.8036301369863","125.10121917808219","47.893","18.230158469945355","31.293","46.293","61.293"
"INTL.53-1-ZMB-TBPD.A","Zambia","0.159","0.159","0.19","0.14","0.142","0.17","0.186","0.199","0.164","0.186","0.17","0.17","0.17","0.17","0.17"
"INTL.53-1-ZWE-TBPD.A","Zimbabwe","0","0","0","0.04","0.06","0","0","0.12","0.039","0.681","0.714","0.819","0.819","0.819","0.819"
